id,name,dob,height(m),weight(kg),sport,country,num_followers,num_articles,personal_best,event,coach_id
a_000097,Christopher Ryan,2005-02-07,1.75,84,cycling,France,9030,19,77.05,BMX,c_001703
a_000333,April Contreras,1998-02-01,1.99,52,karate,Canada,8433,76,87.0,kata,c_001267
a_000208,Joseph Carpenter,2005-01-03,1.9,79,shooting,Australia,7537,83,35.0,pistol,c_001456
a_000345,Cheryl Morris,1993-04-07,1.59,59,surfing,Italy,4485,3,18.0,shortboard,c_001006
a_000079,Richard Davis,2009-02-05,1.72,60,cycling,Italy,1201,40,38.78,track,c_001222
a_000067,Jonathan Harris,2000-09-17,1.99,75,gymnastics,GeRMAny,7293,79,37.0,vault,c_001538
a_000367,Alan Silva,1990-05-15,2.0,91,sport climbing,France,9071,38,78.87,speed,c_000956
a_000130,Matthew Cummings,1988-11-26,1.84,66,rowing,UK,1580,69,47.0,sculling,c_000280
a_000203,Colin Norris,1989-05-13,1.9,71,shooting,jAPaN,9616,98,67.0,pistol,c_000044
a_000204,Jason Bush,1993-04-19,1.96,75,shooting,UK,9670,100,39.0,pistol,c_000110
a_000060,Jennifer Lee,1996-09-11,1.78,91,gymnastics,Australia,2056,92,21.0,floor,c_001831
a_000095,Keith Hill,1997-11-28,1.92,94,cycling,Russia,3775,3,33.57,road,c_001667
a_000172,Adriana Flores,2005-05-12,1.71,96,shooting,France,8600,45,91.0,rifle,c_001337
a_000382,Ricky Reese,2008-10-10,1.66,93,sport climbing,India,4731,59,32.82,bouldering,c_001838
a_000020,Dennis Lopez,2003-10-22,1.86,57,swimming,Germany,2585,67,80.09,freestyle,c_001346
a_000374,Christopher Wang,1999-10-21,1.89,62,sport climbing,Australia,4398,4,36.17,lead,c_000520
a_000421,Anthony Tate,2002-03-07,1.67,81,decathlon,Italy,6253,52,19.0,javelin,c_000491
a_000077,Dennis Anderson,2007-12-24,1.95,55,gymnastics,UK,4726,60,17.0,bars,c_000593
a_000230,Elizabeth Maddox,2001-03-04,1.52,98,weightlifting,Russia,9195,37,263.0,snatch,c_000712
a_000395,Thomas Gibson,1993-02-16,1.56,99,decathlon,France,5174,26,47.0,shot put,c_001048
a_000384,Heidi Daugherty,1993-01-23,1.94,71,decathlon,France,5664,10,77.0,long jump,c_001048
a_000186,Jesus Smith,2007-05-11,1.59,57,shooting,Australia,2927,71,58.0,pistol,c_001721
a_000150,Michelle Martinez,1990-03-04,1.83,97,rowing,Germany,855,60,72.79,sculling,c_001951
a_000059,Mrs. Krista Johnson,2006-05-01,1.96,56,track,CaNada,6899,70,30.14,long distance,c_001904
a_000391,Clayton Kidd,1993-08-06,1.62,89,decathlon,UK,9770,21,72.0,javelin,c_001969
a_000139,Joel Stewart,1991-02-18,1.83,83,rowing,Germany,1029,58,90.09,sweeping,c_001757
a_000158,Jason Atkinson II,2004-11-05,1.54,65,rowing,Russia,797,44,52.6,sweeping,c_001013
a_000077,Dennis Anderson,2007-12-24,1.95,55,gymnastics,UK,4726,60,17.0,floor,c_000955
a_000220,Mindy Cantrell,2009-09-29,1.77,56,fencing,France,2677,95,32.0,sabre,c_000424
a_000025,Stephanie Lyons,1990-11-29,1.56,52,swimming,China,1231,67,55.64,backstroke,c_000331
a_000091,Dalton Perez,2006-03-23,1.74,95,cycling,India,5445,42,34.24,track,c_001082
a_000043,Dawn Peterson,2001-12-03,1.71,85,swimming,Italy,1427,51,66.74,medley,c_000706
a_000313,Ryan Coleman,2001-06-01,1.76,50,wrestling,Germany,2738,2,35.0,freestyle,c_001933
a_000297,Tammy Patrick,1989-11-29,1.62,53,wrestling,Japan,5703,44,53.0,greco-roman,c_001492
a_000156,Joe Butler,1991-01-19,1.78,62,rowing,Canada,9171,92,53.82,sculling,c_001388
a_000146,Christopher Jones,1992-06-17,1.81,98,rowing,China,1127,1,48.5,sweeping,c_000680
a_000264,Tonya Shah,2001-03-19,1.79,72,boxing,Russia,8149,86,93.0,light heavyweight,c_001855
a_000061,Deanna Farmer,2000-10-12,1.56,92,gymnastics,USa,7988,100,56.0,beam,c_000917
a_000251,Barbara Lee,1989-10-30,1.79,55,archery,Italy,6181,98,44.0,compound,c_000763
a_000020,Dennis Lopez,2003-10-22,1.86,57,swimming,Germany,2585,67,80.09,medley,c_000032
a_000326,Kerri Little,1998-02-04,1.74,67,karate,Germany,7923,37,48.0,kumite,c_000117
a_000405,Heather Graham,2005-10-28,1.9,94,decathlon,Japan,9778,65,42.0,shot put,c_001770
a_000245,Michelle Jones,1990-02-08,1.69,84,archery,Russia,7519,54,59.0,compound,c_001947
a_000180,Luis Watson,2003-03-08,1.82,89,shooting,ChInA,1183,56,21.0,pistol,c_001678
a_000188,Christopher Park,2001-09-20,1.54,63,shooting,Italy,4415,5,54.0,pistol,c_000028
a_000088,Curtis Ibarra,1999-05-26,1.92,56,cycling,Germany,7252,22,58.78,mountain,c_001430
a_000249,Kristen Stevens,2001-04-15,1.62,53,archery,UK,4744,2,24.0,compound,c_000383
a_000393,Jim Davis,1990-07-28,1.58,52,decathlon,Russia,4641,66,74.0,100m,c_000748
a_000034,Jesus Thomas,1990-09-25,1.92,99,swimming,Australia,7848,42,46.22,backstroke,c_001300
a_000302,Lauren Cross,2001-08-29,1.63,69,wrestling,Germany,8546,85,75.0,greco-roman,c_001878
a_000226,Curtis Vang,2003-01-16,1.81,88,weightlifting,Germany,1856,29,131.0,snatch,c_000722
a_000200,Julia Jones,2002-12-05,1.53,68,shooting,Germany,2252,2,54.0,rifle,c_000976
a_000109,Lori Allen,1997-07-30,1.99,84,cycling,Canada,7612,78,56.75,road,c_001797
a_000403,Katherine Parsons,1993-12-12,1.94,95,decathlon,India,9411,57,81.0,100m,c_000439
a_000411,Kristina Donovan,1998-10-21,1.67,50,decathlon,USA,5362,95,29.0,javelin,c_001664
a_000414,Kristen Flores,2004-05-06,1.66,58,decathlon,India,5274,55,42.0,discus,c_001583
a_000221,Brett Nelson,1993-11-05,1.62,98,fencing,India,5305,89,22.0,epee,c_000015
