id,name,dob,height(m),weight(kg),sport,country,num_followers,num_articles,personal_best,event,coach_id
a_000191,Mary Burke,1993-01-31,1.7,53,shooting,China,5979,86,97.0,shotgun,c_000205
a_000409,Benjamin Carpenter,2000-08-10,1.68,91,decathlon,Australia,2613,39,54.0,discus,c_001898
a_000212,Sonya Gibson,2005-04-11,1.8,93,shooting,India,6167,80,14.0,rifle,c_001391
a_000043,Dawn Peterson,2001-12-03,1.71,85,swimming,Italy,1427,51,66.74,backstroke,c_000807
a_000165,Mrs. Ashley Pittman DVM,2006-07-17,1.61,59,rowing,USA,9009,30,60.64,sweeping,c_001666
a_000354,Gregory Owens,1992-05-02,1.53,64,surfing,UK,7794,100,19.0,longboard,c_001032
a_000086,Joe Decker,1994-11-19,1.63,50,cycling,France,6925,45,21.23,road,c_000805
a_000056,Laurie Serrano,1990-07-24,1.7,56,track,Germany,3385,94,99.78,long distance,c_001103
a_000211,Timothy Matthews,2009-05-04,1.55,79,shooting,Germany,3527,97,25.0,pistol,c_001614
a_000208,Joseph Carpenter,2005-01-03,1.9,79,shooting,Australia,7537,83,35.0,rifle,c_001213
a_000024,Brenda Davidson,1995-11-27,1.57,66,swimming,USA,3961,95,22.12,butterfly,c_001245
a_000095,Keith Hill,1997-11-28,1.92,94,cycling,Russia,3775,3,33.57,BMX,c_000660
a_000200,Julia Jones,2002-12-05,1.53,68,shooting,Germany,2252,2,54.0,rifle,c_000453
a_000182,Julie Holt,2004-09-19,1.88,78,shooting,UK,9200,54,46.0,rifle,c_001237
a_000144,Anthony Singh,1989-11-14,1.95,82,rowing,Australia,4190,36,70.69,sculling,c_001495
a_000189,David Maddox,2001-05-09,1.55,80,shooting,Germany,4193,41,75.0,rifle,c_001619
a_000039,Charles Faulkner,2008-09-14,1.67,99,swimming,India,3974,72,78.91,backstroke,c_000032
a_000195,Tammy Rose,1997-03-06,1.79,53,shooting,USA,5200,99,89.0,rifle,c_001573
a_000184,Valerie Pope,2008-10-11,1.64,82,shooting,UsA,6545,84,94.0,shotgun,c_001022
a_000105,Kevin Moreno,1993-07-02,1.59,72,cycling,UK,122,40,73.98,road,c_000031
a_000181,Craig Lee,2007-07-23,1.52,72,shooting,Japan,1566,96,93.0,pistol,c_000912
a_000097,Christopher Ryan,2005-02-07,1.75,84,cycling,France,9030,19,77.05,track,c_000984
a_000190,Kimberly Johnson,1992-07-12,1.71,61,shooting,IndiA,4676,16,11.0,pistol,c_000391
a_000053,Nancy Holmes,2002-12-08,1.51,60,track,India,5795,59,94.27,relay,c_000913
a_000158,Jason Atkinson II,2004-11-05,1.54,65,rowing,Russia,797,44,52.6,sweeping,c_000494
a_000266,Annette Jimenez,1993-01-17,1.95,91,boxing,China,5352,13,17.0,flyweight,c_001535
a_000143,Lisa Ruiz,1998-09-05,1.58,90,rowing,USA,4694,30,27.54,sculling,c_001704
a_000156,Joe Butler,1991-01-19,1.78,62,rowing,Canada,9171,92,53.82,sweeping,c_001427
a_000415,Ethan Frazier,1994-09-28,1.61,89,decathlon,Russia,274,89,95.0,shot put,c_000899
a_000239,Martha Mathis,1995-08-03,1.64,92,archery,Japan,2984,22,56.0,compound,c_000381
a_000045,Kevin Nielsen,1992-12-07,1.55,99,track,Germany,2283,36,56.65,middle distance,c_000272
a_000071,Tracey Phillips,1999-11-10,1.52,84,gymnastics,Australia,2354,58,100.0,beam,c_000285
a_000055,Timothy Dixon,2006-09-08,1.79,57,track,Japan,784,90,73.61,middle distance,c_001541
a_000372,Brian Murphy,1990-01-29,1.79,92,sport climbing,USA,1078,8,77.22,bouldering,c_001299
a_000288,George Williamson,2007-04-14,1.83,61,boxing,China,6901,82,56.0,lightweight,c_000777
a_000075,Joel Martinez,2001-10-17,1.89,57,gymnastics,France,3191,51,40.0,floor,c_000717
a_000125,Megan Bush,1988-10-31,1.53,100,cycling,chINA,3796,99,35.82,road,c_000665
a_000179,Leslie Willis,1993-11-26,1.56,84,shooting,India,4113,34,80.0,shotgun,c_001391
a_000357,Troy Baker,1996-11-01,1.99,60,sport climbing,Italy,4050,58,66.13,speed,c_001119
a_000207,Joanna Harrison,2009-07-03,1.5,70,shooting,Canada,45,98,22.0,rifle,c_001045
a_000065,Drew Weiss,1999-08-10,1.51,78,gymnastics,China,1521,34,69.0,floor,c_001764
a_000329,Thomas Decker,2000-12-28,1.97,77,karate,Italy,4950,68,74.0,kumite,c_001900
a_000277,Heather Butler,1996-11-18,1.92,87,boxing,China,6825,61,63.0,middleweight,c_001412
a_000298,John Hines,1995-03-03,1.59,97,wrestling,cHinA,7519,46,54.0,freestyle,c_001213
a_000325,Linda Perry,2003-04-25,1.63,76,karate,USA,5812,29,80.0,kata,c_001124
a_000320,Kevin Rogers,1999-08-30,1.58,61,wrestling,China,350,86,24.0,freestyle,c_000162
a_000319,Mrs. Ruth Pineda MD,2004-03-08,1.5,79,wrestling,Japan,4606,26,48.0,greco-roman,c_001040
a_000349,Craig Gilbert,2006-03-09,1.79,70,surfing,Germany,4861,23,35.0,shortboard,c_000531
a_000157,Barbara Pham,2001-12-28,1.89,81,rowing,China,3269,64,38.3,sculling,c_000574
a_000014,Margaret Davis,1995-07-09,1.91,99,swimming,CHiNa,4831,28,30.23,breaststroke,c_000842
a_000392,Russell Walker,2004-06-12,1.68,65,decathlon,India,1886,65,16.0,1500m,c_000558
a_000384,Heidi Daugherty,1993-01-23,1.94,71,decathlon,France,5664,10,77.0,long jump,c_001016
a_000048,Daniel Murphy,1991-04-07,1.71,69,track,Canada,909,12,28.35,relay,c_001221
a_000006,Margaret Robinson,1992-04-12,1.58,84,swimming,India,5313,84,36.77,freestyle,c_000997
a_000249,Kristen Stevens,2001-04-15,1.62,53,archery,UK,4744,2,24.0,compound,c_001395
a_000103,Monica Cannon,1989-05-25,1.89,99,cycling,China,8060,80,67.54,road,c_001258
a_000017,Brian Nielsen,1989-02-24,1.73,56,swimming,InDiA,3225,69,88.59,freestyle,c_001595
a_000245,Michelle Jones,1990-02-08,1.69,84,archery,Russia,7519,54,59.0,compound,c_001047
a_000258,Danielle Bush,1989-03-15,1.68,75,boxing,Australia,9492,19,75.0,heavyweight,c_000890
a_000320,Kevin Rogers,1999-08-30,1.58,61,wrestling,China,350,86,24.0,greco-roman,c_000162
a_000287,Jordan Adams,1995-01-21,1.76,68,boxing,Italy,7615,39,51.0,flyweight,c_000597
a_000127,Larry Williamson,1990-10-12,1.91,61,cycling,UK,6584,42,70.74,BMX,c_000031
a_000247,Lauren Howard,1988-11-07,1.54,71,archery,France,6813,49,93.0,recurve,c_001121
a_000060,Jennifer Lee,1996-09-11,1.78,91,gymnastics,Australia,2056,92,21.0,floor,c_001507
a_000203,Colin Norris,1989-05-13,1.9,71,shooting,Japan,9616,98,67.0,shotgun,c_000617
a_000316,Jean Aguilar,2002-03-10,1.6,84,wrestling,India,9996,48,30.0,greco-roman,c_000807
a_000399,Nichole Morgan,1994-03-06,1.78,89,decathlon,Italy,4193,9,81.0,discus,c_001770
a_000347,James Jordan,2007-06-11,1.81,93,surfing,Canada,79,68,52.0,longboard,c_000951
a_000148,Terry Stephens,1992-10-06,1.77,83,rowing,India,156,73,36.69,sculling,c_000347
a_000082,Jennifer Hoffman,1996-06-18,1.75,74,cycling,Australia,3079,80,93.07,road,c_000235
a_000198,Christine Gutierrez,2000-09-27,1.73,56,shooting,Russia,4161,86,12.0,shotgun,c_000714
a_000367,Alan Silva,1990-05-15,2.0,91,sport climbing,France,9071,38,78.87,lead,c_000885
a_000109,Lori Allen,1997-07-30,1.99,84,cycling,Canada,7612,78,56.75,road,c_001910
a_000091,Dalton Perez,2006-03-23,1.74,95,cycling,India,5445,42,34.24,track,c_001101
a_000149,Jorge Perez,2006-12-06,1.79,75,rowing,Japan,5311,45,32.88,sweeping,c_000737
a_000178,Drew Fisher,1989-01-17,1.71,100,shooting,Germany,2283,33,60.0,shotgun,c_001394
a_000052,Mark Moore,1996-12-29,1.86,59,track,UK,709,14,89.89,hurdles,c_000819
a_000236,Stephen Santos,2002-08-10,1.94,58,archery,France,7580,62,51.0,recurve,c_001309
a_000262,Jeremy Reynolds,2005-06-03,1.51,69,boxing,India,1383,82,61.0,welterweight,c_000542
a_000096,Donna Lee,2007-10-09,1.88,100,cycling,Japan,6220,17,79.32,track,c_001826
a_000136,Nicole Graham,2006-11-27,1.71,83,rowing,Russia,8452,24,38.52,sculling,c_001953
a_000296,Ryan Avery,1994-02-23,1.59,52,wrestling,UK,5475,86,12.0,freestyle,c_000286
a_000297,Tammy Patrick,1989-11-29,1.62,53,wrestling,Japan,5703,44,53.0,greco-roman,c_000089
a_000180,Luis Watson,2003-03-08,1.82,89,shooting,China,1183,56,21.0,rifle,c_000205
a_000091,Dalton Perez,2006-03-23,1.74,95,cycling,India,5445,42,34.24,BMX,c_001101
a_000353,Elizabeth Sanchez,2005-05-28,1.82,100,surfing,Japan,3164,62,35.0,shortboard,c_000339
a_000348,William Mendoza,2002-11-08,1.96,57,surfing,India,1572,4,63.0,shortboard,c_000725
a_000093,Crystal Riley,1992-07-29,1.98,96,cycling,AUStRALia,5194,0,77.82,road,c_000381
a_000159,Devin Luna,2007-10-18,1.91,96,rowing,India,2217,98,64.32,sweeping,c_001521
a_000345,Cheryl Morris,1993-04-07,1.59,59,surfing,Italy,4485,3,18.0,shortboard,c_001547
a_000414,Kristen Flores,2004-05-06,1.66,58,decathlon,India,5274,55,42.0,1500m,c_000332
a_000394,Patricia Williams,1997-01-25,1.95,85,decathlon,Japan,7504,5,81.0,long jump,c_000809
a_000191,Mary Burke,1993-01-31,1.7,53,shooting,China,5979,86,97.0,rifle,c_000205
a_000390,Austin Li,2000-04-22,1.75,81,decathlon,Germany,484,40,70.0,pole vault,c_000491
a_000422,Joseph Blake,2005-05-16,1.65,52,decathlon,USA,7042,50,69.0,shot put,c_000681
a_000137,Stephanie Ali,2005-08-29,1.73,75,rowing,India,9397,29,73.6,sculling,c_001042
a_000021,Gregory Drake,1994-04-12,1.93,81,swimming,Italy,3212,21,59.51,butterfly,c_000528
a_000088,Curtis Ibarra,1999-05-26,1.92,56,cycling,Germany,7252,22,58.78,mountain,c_001623
a_000301,Marissa Butler,2008-02-29,1.9,70,wrestling,USA,5107,53,31.0,freestyle,c_001469
a_000087,Amanda Carter,2009-03-23,1.74,61,cycling,Canada,2756,64,91.4,track,c_000524
a_000391,Clayton Kidd,1993-08-06,1.62,89,decathlon,UK,9770,21,72.0,javelin,c_000382
a_000238,Michael Smith,2006-09-13,1.95,87,archery,UK,470,55,97.0,recurve,c_000836
a_000122,Kaitlyn Carlson,2003-10-12,1.85,82,cycling,USA,5298,9,89.74,road,c_000707
a_000041,William Mason,1989-12-15,1.86,73,swimming,Japan,3246,55,61.06,freestyle,c_000182
a_000095,Keith Hill,1997-11-28,1.92,94,cycling,Russia,3775,3,33.57,mountain,c_000660
a_000215,Nicole Hansen,1998-02-24,1.72,78,fencing,China,3919,86,47.0,epee,c_001659
a_000207,Joanna Harrison,2009-07-03,1.5,70,shooting,Canada,45,98,22.0,shotgun,c_001045
a_000299,Lisa Hall,2001-09-21,1.86,91,wrestling,Russia,9578,84,61.0,greco-roman,c_000229
a_000152,Susan Hopkins,1995-03-10,1.71,71,rowing,UK,3508,34,54.21,sculling,c_000680
a_000025,Stephanie Lyons,1990-11-29,1.56,52,swimming,China,1231,67,55.64,backstroke,c_000363
a_000330,Peggy Dyer,2001-12-08,1.88,75,karate,Russia,2658,4,89.0,kumite,c_001231
a_000191,Mary Burke,1993-01-31,1.7,53,shooting,China,5979,86,97.0,pistol,c_000205
a_000114,Tiffany Austin,1998-02-27,1.56,74,cycling,China,528,66,89.0,BMX,c_000990
a_000127,Larry Williamson,1990-10-12,1.91,61,cycling,UK,6584,42,70.74,road,c_000031
a_000411,Kristina Donovan,1998-10-21,1.67,50,decathlon,USA,5362,95,29.0,javelin,c_001857
a_000282,Spencer Kaufman,2003-01-03,1.6,78,boxing,Germany,8204,15,45.0,middleweight,c_000253
a_000359,Melissa Vasquez,2001-06-09,1.91,53,sport climbing,UK,9177,0,22.37,lead,c_000460
a_000160,James Cox,1990-06-29,1.83,69,rowing,Japan,6474,9,68.84,sweeping,c_000823
a_000307,Sandra Ramirez,1996-05-19,1.53,75,wrestling,UK,2567,93,82.0,freestyle,c_001035
a_000382,Ricky Reese,2008-10-10,1.66,93,sport climbing,India,4731,59,32.82,bouldering,c_000459
a_000420,Anita Allen,1992-10-01,1.8,79,decathlon,Australia,2521,9,78.0,1500m,c_000656
a_000370,Shane Howard,1990-07-04,1.91,93,sport climbing,UK,5472,35,67.73,bouldering,c_000344
a_000023,Eileen Rice,1989-09-08,1.71,74,swimming,Australia,5567,35,76.22,medley,c_001319
a_000181,Craig Lee,2007-07-23,1.52,72,shooting,Japan,1566,96,93.0,rifle,c_000912
a_000188,Christopher Park,2001-09-20,1.54,63,shooting,Italy,4415,5,54.0,pistol,c_000976
a_000275,Charles Klein,1989-06-08,1.63,56,boxing,Russia,3136,48,59.0,welterweight,c_000693
a_000272,David Brown,2007-09-30,1.53,59,boxing,France,5791,36,77.0,heavyweight,c_000872
a_000150,Michelle Martinez,1990-03-04,1.83,97,rowing,Germany,855,60,72.79,sculling,c_000328
a_000421,Anthony Tate,2002-03-07,1.67,81,decathlon,Italy,6253,52,19.0,javelin,c_001999
a_000256,Lori Chase,2006-06-06,1.54,64,boxing,Japan,9153,96,60.0,middleweight,c_000388
a_000106,Cassandra Hughes,1989-01-01,1.68,62,cycling,Russia,5306,10,60.83,track,c_001272
a_000419,Brianna Brown,1993-10-12,1.56,78,decathlon,China,5168,25,82.0,110m hurdles,c_001896
a_000126,Trevor Brown,1995-05-19,1.53,52,cycling,Australia,9670,70,28.4,BMX,c_000009
a_000241,Karen Cross,1998-10-14,1.5,93,archery,Canada,5135,41,51.0,compound,c_000916
a_000116,Brittany Rivera,1993-07-09,1.51,51,cycling,UK,2206,55,31.63,road,c_001527
a_000081,Bonnie Larson,2009-03-23,1.69,56,cycling,China,7005,78,89.42,BMX,c_000237
a_000401,Brian Estes,2007-03-31,1.67,62,decathlon,Germany,882,22,10.0,javelin,c_000992
a_000200,Julia Jones,2002-12-05,1.53,68,shooting,Germany,2252,2,54.0,shotgun,c_000453
a_000257,Kelly Davis,1990-03-09,1.97,89,boxing,Canada,4020,83,31.0,light heavyweight,c_001587
a_000152,Susan Hopkins,1995-03-10,1.71,71,rowing,UK,3508,34,54.21,sweeping,c_000680
a_000019,Andre Greene,2002-08-06,1.59,95,swimming,Japan,9282,100,98.83,freestyle,c_000718
a_000075,Joel Martinez,2001-10-17,1.89,57,gymnastics,France,3191,51,40.0,rings,c_001506
a_000138,Sydney Wyatt,1989-05-01,1.8,81,rowing,Japan,9431,41,61.84,sweeping,c_001307
a_000397,Garrett Johnson,2001-08-05,1.52,55,decathlon,China,7542,80,22.0,400m,c_001955
a_000224,Juan Holmes,1997-06-09,1.63,68,weightlifting,Italy,7299,53,189.0,snatch,c_001324
a_000196,Kim Henry,1995-12-02,1.71,55,shooting,Canada,7850,90,54.0,shotgun,c_000021
a_000335,Luis Smith,1993-01-23,1.8,78,karate,France,2214,78,84.0,kata,c_001267
a_000116,Brittany Rivera,1993-07-09,1.51,51,cycling,UK,2206,55,31.63,BMX,c_001527
a_000329,Thomas Decker,2000-12-28,1.97,77,karate,Italy,4950,68,74.0,kata,c_001900
a_000396,Stephen Jenkins,1989-10-31,1.83,77,decathlon,Canada,6653,6,67.0,high jump,c_000486
a_000031,Brandon Price,2001-04-23,1.6,71,swimming,Germany,2593,15,76.68,breaststroke,c_001147
a_000283,Mr. Joseph Sparks,2009-06-06,1.58,86,boxing,France,527,18,40.0,flyweight,c_000742
a_000404,Pamela Smith,2002-02-27,1.72,74,decathlon,Russia,3759,37,55.0,long jump,c_000063
a_000061,Deanna Farmer,2000-10-12,1.56,92,gymnastics,USA,7988,100,56.0,beam,c_001579
a_000269,Tiffany Mason,1997-09-28,1.9,52,boxing,Australia,4140,70,81.0,welterweight,c_000998
a_000298,John Hines,1995-03-03,1.59,97,wrestling,cHinA,7519,46,54.0,greco-roman,c_001213
a_000123,Paul Lamb,1996-08-26,1.92,65,cycling,Italy,6640,71,61.13,mountain,c_000425
a_000217,Christina Hodges,1995-03-10,1.74,97,fencing,Australia,1710,6,12.0,sabre,c_001909
a_000039,Charles Faulkner,2008-09-14,1.67,99,swimming,India,3974,72,78.91,medley,c_000032
a_000274,Justin Huang,2007-06-06,1.82,57,boxing,USA,9037,75,86.0,lightweight,c_000508
a_000112,Christina Ryan,1990-08-12,1.8,76,cycling,Italy,880,92,30.1,BMX,c_001185
a_000304,Steven James,1989-04-14,1.94,91,wrestling,Italy,7474,96,14.0,greco-roman,c_001191
a_000178,Drew Fisher,1989-01-17,1.71,100,shooting,Germany,2283,33,60.0,pistol,c_001394
a_000251,Barbara Lee,1989-10-30,1.79,55,archery,Italy,6181,98,44.0,recurve,c_000869
a_000170,Vincent Dean,2004-02-14,1.98,81,shooting,Japan,8800,1,96.0,pistol,c_000602
a_000408,Dr. Joshua Kelley MD,1996-08-30,1.84,92,decathlon,China,9319,31,29.0,110m hurdles,c_001955
a_000371,Mr. Troy Brown,2001-11-16,1.62,75,sport climbing,India,773,67,37.89,speed,c_000802
a_000274,Justin Huang,2007-06-06,1.82,57,boxing,USA,9037,75,86.0,featherweight,c_000508
a_000204,Jason Bush,1993-04-19,1.96,75,shooting,UK,9670,100,39.0,shotgun,c_001913
a_000049,Robert Moody,1990-04-04,1.75,87,track,China,8110,1,86.79,sprint,c_000358
a_000373,Jeffrey Holmes,2000-07-31,1.74,57,sport climbing,Japan,9918,67,22.72,bouldering,c_001173
a_000128,Jeremiah Kim,2000-02-27,1.55,97,cycling,Russia,2209,22,85.51,road,c_000070
a_000324,Omar Velasquez,1991-05-25,1.55,84,karate,France,2856,15,17.0,kumite,c_001114
a_000180,Luis Watson,2003-03-08,1.82,89,shooting,China,1183,56,21.0,pistol,c_000205
a_000186,Jesus Smith,2007-05-11,1.59,57,shooting,Australia,2927,71,58.0,pistol,c_001687
a_000289,Aaron Guerra,2008-10-20,1.65,60,boxing,Japan,5417,47,54.0,middleweight,c_001483
a_000293,Stephanie Perry,1994-08-09,1.7,69,wrestling,Italy,2470,80,92.0,greco-roman,c_001310
a_000194,Brandon Scott,1992-02-10,1.84,93,shooting,France,5075,65,50.0,shotgun,c_001035
a_000157,Barbara Pham,2001-12-28,1.89,81,rowing,China,3269,64,38.3,sweeping,c_000574
a_000317,Christopher Harper,1999-10-23,1.79,79,wrestling,France,7466,15,60.0,greco-roman,c_001060
a_000015,Frederick Andrews,1991-10-11,1.7,91,swimming,UK,2922,80,90.03,medley,c_000203
a_000263,Janice Chen MD,2000-11-27,1.66,61,boxing,USA,1739,38,43.0,middleweight,c_000255
a_000177,Mary Mullen,2003-07-03,1.88,92,shooting,iTaLY,9399,53,59.0,shotgun,c_001180
a_000246,Phillip Jones,1992-09-15,1.66,58,archery,Australia,2112,41,35.0,compound,c_001873
a_000368,John Nunez,1989-08-09,1.74,89,sport climbing,Italy,9396,7,75.47,bouldering,c_001119
a_000318,Karen Galloway,2003-02-01,1.92,88,wrestling,UK,3107,41,31.0,greco-roman,c_001072
a_000250,Penny Mack,1989-07-06,1.56,88,archery,Japan,3247,69,71.0,compound,c_000103
a_000168,Ashley Castro,2005-05-19,1.62,91,shooting,India,7561,23,67.0,shotgun,c_001717
a_000066,Rachel Lucas,2008-07-21,1.65,92,gymnastics,UK,7765,87,72.0,beam,c_001776
a_000420,Anita Allen,1992-10-01,1.8,79,decathlon,Australia,2521,9,78.0,high jump,c_001662
a_000295,Corey Marks,2008-10-29,1.75,78,wrestling,France,5670,82,98.0,greco-roman,c_001135
a_000181,Craig Lee,2007-07-23,1.52,72,shooting,Japan,1566,96,93.0,shotgun,c_000912
a_000203,Colin Norris,1989-05-13,1.9,71,shooting,Japan,9616,98,67.0,pistol,c_000617
a_000308,Aaron Austin,1994-11-18,1.8,95,wrestling,Japan,7646,90,94.0,greco-roman,c_001252
a_000416,Michael Adkins,1999-09-01,1.62,71,decathlon,JapAN,2122,38,96.0,400m,c_001325
a_000369,Johnny Lambert,1997-08-04,1.92,72,sport climbing,China,7628,71,53.92,speed,c_001316
a_000369,Johnny Lambert,1997-08-04,1.92,72,sport climbing,China,7628,71,53.92,bouldering,c_001316
a_000161,Tommy Miller,1989-06-19,1.76,56,rowing,Germany,231,93,87.51,sweeping,c_000328
a_000240,Michael Paul,1994-02-18,1.75,74,archery,Italy,1802,87,28.0,recurve,c_000543
a_000158,Jason Atkinson II,2004-11-05,1.54,65,rowing,Russia,797,44,52.6,sculling,c_000494
a_000020,Dennis Lopez,2003-10-22,1.86,57,swimming,Germany,2585,67,80.09,butterfly,c_001552
a_000229,Veronica Davila,1998-01-26,1.76,57,weightlifting,Japan,5203,72,284.0,snatch,c_001097
a_000163,Paul Decker,2007-12-17,1.94,71,rowing,UK,3461,49,71.71,sculling,c_000743
a_000116,Brittany Rivera,1993-07-09,1.51,51,cycling,UK,2206,55,31.63,mountain,c_001527
a_000110,Jonathan Anderson,2007-07-12,1.51,73,cycling,Germany,208,23,63.65,road,c_000220
a_000377,Karen Brooks,1995-09-08,1.66,100,sport climbing,Canada,3547,81,78.69,bouldering,c_000454
a_000198,Christine Gutierrez,2000-09-27,1.73,56,shooting,Russia,4161,86,12.0,pistol,c_000714
a_000162,Jason Bailey DDS,1992-01-24,1.86,96,rowing,Italy,2305,64,78.33,sculling,c_001889
a_000186,Jesus Smith,2007-05-11,1.59,57,shooting,Australia,2927,71,58.0,shotgun,c_001687
a_000284,Jack Wilcox,1991-10-08,1.78,90,boxing,India,8611,68,84.0,featherweight,c_001078
a_000222,Rhonda Collins,2004-11-18,1.51,60,weightlifting,UK,3357,75,265.0,snatch,c_001019
a_000242,Lauren Sampson,2008-04-16,1.64,91,archery,India,7882,68,64.0,compound,c_000269
a_000193,Jesus Perez,1993-08-20,1.78,65,shooting,UK,6902,77,30.0,shotgun,c_000662
a_000194,Brandon Scott,1992-02-10,1.84,93,shooting,France,5075,65,50.0,rifle,c_001035
a_000356,Kimberly Hendrix,2008-11-06,1.74,63,sport climbing,France,7736,56,72.01,lead,c_001447
a_000050,Joseph Gonzalez,2003-10-15,1.66,99,track,Italy,1371,38,47.99,middle distance,c_001212
a_000393,Jim Davis,1990-07-28,1.58,52,decathlon,Russia,4641,66,74.0,100m,c_001915
a_000174,Kevin Lopez,2008-10-28,1.81,78,shooting,Canada,7301,69,77.0,shotgun,c_000683
a_000232,Robert Collins MD,2007-02-19,1.64,78,weightlifting,Australia,6801,43,256.0,clean and jerk,c_000007
a_000205,Terry Anderson,2003-11-17,1.93,95,shooting,France,3919,48,71.0,rifle,c_001337
a_000124,Arthur Bennett,2004-01-21,1.69,68,cycling,India,8371,7,46.53,BMX,c_000936
a_000388,Shawn Woodard DVM,1999-01-24,1.68,89,decathlon,Italy,8840,87,43.0,110m hurdles,c_001999
a_000221,Brett Nelson,1993-11-05,1.62,98,fencing,India,5305,89,22.0,epee,c_001049
a_000206,Ashley Jones,2005-09-07,1.85,74,shooting,USA,8803,26,40.0,shotgun,c_001414
a_000129,Joseph Sanchez,2003-07-04,1.63,70,cycling,Japan,3879,61,42.08,mountain,c_001977
a_000381,Stacey Chapman,2002-10-04,1.95,63,sport climbing,UK,297,58,65.63,bouldering,c_001793
a_000333,April Contreras,1998-02-01,1.99,52,karate,Canada,8433,76,87.0,kata,c_000884
a_000047,April Johnson,2003-09-06,1.64,80,track,Russia,5201,82,93.36,hurdles,c_000053
a_000159,Devin Luna,2007-10-18,1.91,96,rowing,India,2217,98,64.32,sculling,c_001521
a_000051,Mrs. Diana Singh,1992-02-24,1.84,69,track,Australia,9043,6,47.72,long distance,c_000907
a_000107,Heather Hill,2003-08-16,1.69,86,cycling,Japan,3929,33,37.22,BMX,c_001934
a_000018,Melissa Lam,2000-10-14,1.52,60,swimming,Russia,1577,23,31.4,medley,c_000221
a_000211,Timothy Matthews,2009-05-04,1.55,79,shooting,Germany,3527,97,25.0,shotgun,c_001614
a_000133,Brian Hernandez,1988-11-19,1.84,61,rowing,aUsTRaLIa,813,71,40.81,sweeping,c_000008
a_000197,Catherine Reese,1992-11-05,1.87,50,shooting,Australia,3493,37,10.0,rifle,c_000703
a_000063,Michael Johnson,2007-03-04,1.89,96,gymnastics,Italy,7308,91,92.0,bars,c_001840
a_000044,Kristen Keller,2004-04-05,1.95,72,track,Japan,7258,86,30.87,sprint,c_001868
a_000118,Kristina Jordan,2009-06-10,1.76,62,cycling,Japan,8745,62,94.08,track,c_001851
a_000321,Cameron King,1997-12-19,1.7,53,karate,China,1002,34,91.0,kata,c_000102
a_000207,Joanna Harrison,2009-07-03,1.5,70,shooting,Canada,45,98,22.0,pistol,c_001045
a_000172,Adriana Flores,2005-05-12,1.71,96,shooting,France,8600,45,91.0,rifle,c_000671
a_000075,Joel Martinez,2001-10-17,1.89,57,gymnastics,France,3191,51,40.0,beam,c_001506
a_000167,Mason Bradley,2006-02-17,1.89,89,shooting,Germany,40,85,47.0,pistol,c_001501
a_000339,Adriana Mitchell,1994-10-07,1.72,76,surfing,France,9971,91,98.0,shortboard,c_000690
a_000361,Michael Caldwell,1991-09-02,1.64,92,sport climbing,USA,5195,55,57.9,bouldering,c_001398
a_000016,Gina Holland,1988-10-23,1.77,90,swimming,France,6858,56,26.41,butterfly,c_001000
a_000290,Amanda Villegas,1993-12-15,1.69,61,boxing,Canada,8668,5,61.0,welterweight,c_001242
a_000141,Katherine Diaz,2008-12-28,1.55,75,rowing,UK,7365,97,61.18,sweeping,c_001285
a_000422,Joseph Blake,2005-05-16,1.65,52,decathlon,USA,7042,50,69.0,1500m,c_000681
a_000375,Nancy Tucker,2005-03-17,1.96,52,sport climbing,Russia,2248,24,41.77,speed,c_000232
a_000195,Tammy Rose,1997-03-06,1.79,53,shooting,USA,5200,99,89.0,pistol,c_001573
a_000315,Amy Thomas,1989-04-10,1.91,79,wrestling,Italy,2496,42,39.0,greco-roman,c_001463
a_000029,David Wilkins,2001-11-29,1.75,86,swimming,Russia,1602,52,32.14,medley,c_001788
a_000064,Joshua Mullen,2007-03-12,1.86,51,gymnastics,France,2821,75,43.0,rings,c_000963
a_000120,Lisa Mcmillan,2004-09-20,1.82,80,cycling,Canada,1777,54,54.76,BMX,c_000124
a_000405,Heather Graham,2005-10-28,1.9,94,decathlon,Japan,9778,65,42.0,shot put,c_000143
a_000074,Elizabeth Mosley,1992-02-04,1.77,87,gymnastics,Italy,977,31,46.0,rings,c_001746
a_000171,Craig Christensen,2008-05-20,1.99,87,shooting,UK,541,17,29.0,shotgun,c_001560
a_000338,Timothy Davis,2001-04-21,1.66,97,surfing,Germany,5513,34,10.0,longboard,c_001225
a_000020,Dennis Lopez,2003-10-22,1.86,57,swimming,Germany,2585,67,80.09,freestyle,c_001552
a_000136,Nicole Graham,2006-11-27,1.71,83,rowing,Russia,8452,24,38.52,sweeping,c_001953
a_000313,Ryan Coleman,2001-06-01,1.76,50,wrestling,Germany,2738,2,35.0,greco-roman,c_000555
a_000271,Deanna Collins,2003-08-02,1.93,76,boxing,Germany,7744,86,29.0,light heavyweight,c_001647
a_000111,Pamela Larson,2005-05-23,1.78,99,cycling,USA,8806,85,79.36,BMX,c_000704
a_000332,Lindsay Baker,2008-02-04,1.77,51,karate,China,2269,47,38.0,kumite,c_001639
a_000164,Betty Lopez,2001-04-23,1.85,58,rowing,France,9312,27,70.72,sculling,c_000612
a_000021,Gregory Drake,1994-04-12,1.93,81,swimming,Italy,3212,21,59.51,breaststroke,c_000528
a_000402,Rachel Williams,2007-08-31,1.64,56,decathlon,UK,9237,74,72.0,1500m,c_000382
